text,label
"if a cbdc is needed and decided as a matter of public interest, don't oppose it.",Pro-CBDC
"in the eurosystem, we are currently considering making central bank digital currency available to individuals and enterprises.",Pro-CBDC
no decision has been made about the digital euro thus far.,Wait-and-See
inclusion is also a key principle behind our design work on a central bank digital currency.,Pro-CBDC
"this research has been critical to inform cash and central bank digital currency, cbdc, policy development, and better understand the opportunities and challenges of a cbdc.",Pro-CBDC
"supplementing this with dlt based wholesale cbdc may at some point become necessary or desirable, for example if dlt and blockchain based technology becomes pervasive in economic networks and platforms.",Pro-CBDC
"in this context, cbdc holds significant promise.",Pro-CBDC
"with india already piloting its cbdc, it is well poised to steer the discussion on the need for cross-border interoperability of cbdcs and developing standards for effective interfacing, so as to realise the potential of cheaper, efficient and faster crossborder payments.",Pro-CBDC
8. the introduction of a central bank digital currency could have implications for the size of the balance sheet.,Wait-and-See
"from the viewpoint of preparing thoroughly for the future, the bank of japan, two years ago, began its technical experiments for retail cbdc assuming a wide range of users including individuals and firms.",Pro-CBDC
"basically, we are building an automated market for the exchange of cbdcs based on a concept imported from defi.",Pro-CBDC
"[ a requirement for merchants to accept digital euro could, in fact, also be seen as an opportunity.",Pro-CBDC
"it will then be european legislators to decide whether the digital euro will be an inclusive, truly european means of payment - widely usable and accessible across the entire euro area, free for basic use, and offering the highest levels of privacy.",Pro-CBDC
"throughout the next project phase, which is expected to be launched later this year, we will accommodate necessary adjustments to the design of the digital euro that may emerge from legislative deliberations.",Wait-and-See
the possible decision by the governing council to issue a digital euro would be taken only after the legislative act has been adopted.,Wait-and-See
it will be a decisive step forward for the digital euro and put europe at the forefront of the work on central bank digital currencies among the g7.,Pro-CBDC
"see for example central bank digital currencies: a monetary anchor for digital innovation, speech by fabio panetta, member of the executive board of the ecb, at the elcano royal institute, madrid, 5 november 2021.",Wait-and-See
"the scope of digital euro basic services is yet to be defined, but it should be similar in nature to the basic services that banks are required to provide under the payment accounts directive .",Wait-and-See
"this is entirely separate from the decision on whether or not to issue a digital euro, which will only be taken once the legislative process has concluded.",Wait-and-See
"the times they are a'changin' cbdc lately, central bankers have rapidly started to tinker with something called the central bank digital currency or, shortly, the cbdc.",Wait-and-See
"another risk is a potential for market distortion that lies in the introduction of the digital euro when a public institution enters the private market, disrupts it and even competes with both current and future market participants.",Anti-CBDC
"it is slow, expensive and opaque, and the cbdc could play a significant role here to make it cheaper, faster and more transparent.",Pro-CBDC
but the risks of internationalised or cross-border cbdcs for developing economies could be large and unintended.,Anti-CBDC
in such cases the citizens could substitute local currencies with the digital euro and make the domestic financial situation even worse.,Anti-CBDC
"the rba is also investigating new forms of digital money, including a central bank digital currency.",Wait-and-See
"this central bank digital currency is being used by the industry to explore possible use cases, and we are very interested to see the results.",Pro-CBDC
"retail cbdc, stablecoins, tokenized deposits, fast payments are all good candidates.",Pro-CBDC
cbdc is uncharted territory for central banks.,Wait-and-See
"however, the digital euro is not a german idea.",Wait-and-See
a cbdc could form a counterweight to that challenge.,Pro-CBDC
"and when it comes to the customer relationship, private actors can leverage their vast experience at the front end and their innovative power by providing the digital wallets needed to store a cbdc, for example.",Pro-CBDC
"one aspect is whether a digital euro would also receive the status of legal tender, like cash, which would make sense from my point of view.",Pro-CBDC
"in autumn 2023, the governing council of the ecb will take a decision on whether to enter a preparation phase for the digital euro.",Wait-and-See
"when people ask me when a digital euro would be ready for distribution among users, i remain cautious: we are talking about a minimum of three years, so probably not before 2027.",Wait-and-See
"without a doubt, a cbdc is just one of many steps towards making that a reality.",Pro-CBDC
"2 ecb publishes progress report on digital euro and study on possible features of a digital wallet (europa.eu) 3 see, for example, panetta (2023): a digital euro: widely available and easy to use (europa.eu)",Wait-and-See
this comprehensive three-rail approach will ensure that hong kong continues to play a leading role in the global financial landscape by getting ourselves ready as best as we can in terms of implementing retail cbdc.,Pro-CBDC
"we plan to form a cbdc expert group to bring together leading professors from local universities, who will come from different fields, such as computer science, business and law.",Pro-CBDC
"closing in closing, i would say that project e-hkd is a hugely complex and challenging undertaking.",Wait-and-See
"we believe that cbdcs, by the very fact that they are issued by central banks, will provide a springboard for enhancing digital financial literacy.",Pro-CBDC
"one of the major stumbling blocks in my opinion is coming to terms with the notion that a cbdc cannot be a ""near-cash"" option.",Wait-and-See
a cbdc must be construed as a type of payment instrument to be made available to one and all.,Pro-CBDC
"as a matter of fact, the success of cbdcs hinges on awareness.",Pro-CBDC
"that is why it is critical that central banks collaborate with each other, and with international institutions, as well as with their respective stakeholders for meaningful implementation of cbdcs.",Pro-CBDC
this handbook stands as a beacon for central banks along their journey towards creating and rolling out their respective cbdc.,Pro-CBDC
"in this ethereal digital environment, a number of central banks have adopted a ""wait and see approach"" on how cbdcs evolve, both conceptually and in practice.",Wait-and-See
"shortly after i assumed office in 2020, i deemed that working on the creation of our cbdc, the 'digital rupee' was to be one of our key priorities.",Pro-CBDC
"as a central banker, i need not stress upon the determining role that cbdcs can play, not only in protecting monetary sovereignty but also in assisting central banks and regulatory authorities on the front of aml/cft.",Pro-CBDC
"ladies and gentlemen, cbdcs have been gaining traction globally.",Pro-CBDC
"it is reported that 114 countries, representing more than 95 percent of global gdp, are currently exploring a cbdc.",Pro-CBDC
"as of december 2022, all g7 economies have embarked on the elaboration of a cbdc.",Pro-CBDC
"project cedar, which is the fed's wholesale cbdc project, has moved the united states from research into development.",Pro-CBDC
18 of the g20 countries are equally now in an advanced stage of cbdc development.,Pro-CBDC
"we, at the bank of mauritius, have adopted a prudent and cautious approach when we embarked on our cbdc journey.",Wait-and-See
these laid out an early formulation of a thinking through framework for a potential cbdc for mauritius.,Pro-CBDC
"the decision has been taken for our cbdc, the digital rupee, to be interest free.",Pro-CBDC
this two-tier model will also ensure that commercial banks continue to be fully-involved in our cbdc journey and that there is no disintermediation of banks in the cbdc distribution.,Pro-CBDC
the feasibility study allowed the bank to identify design features that would make the cbdc more attractive in the mauritian context.,Pro-CBDC
"we are contemplating the rolling out of our digital rupee on a pilot phase, post the sandboxing exercise and finalisation of design attributes of our cbdc, in november this year.",Pro-CBDC
"i would here encourage all ceos of banks to be closely follow developments in this area, and engage with their teams, given the strategic importance of cbdcs.",Pro-CBDC
we are eager to share our experience as regards the development of the digital rupee and how cbdcs can help improve customer experience and financial inclusion while allowing for better supervision and oversight.,Pro-CBDC
"in the new post-covid global financial architecture that is currently taking shape around us, the potential of the use of cbdcs is, and will be, prominent.",Pro-CBDC
"ensuring strong privacy safeguards while meeting financial compliance rules, who will be able to access sensitive cbdc payments data and for what purpose, are some of the questions which we currently face and need concrete answers to.",Wait-and-See
"my call to all participants is to make the most of this opportunity for interacting with peers, sharing experiences and working together to devise the best possible approach for the elaboration and roll out of cbdcs.",Pro-CBDC
the digital euro project has been ongoing since october 2021 and is still in the investigation phase.,Wait-and-See
question (ii) and the cbdc would be a competitor to commercial bank money.,Anti-CBDC
"the digital euro will offer european citizens an additional option in the way they make purchases and transactions, and they will determine the pace of its development, and its 'market share'.",Pro-CBDC
"let me stress in this regard that for instance the european payment initiative (epi), which we strongly support, successfully tested and integrated the digital euro during the prototyping exercise organised by the eurosystem over the past few months.",Pro-CBDC
"in the same spirit, we - banque de france and ecb - are actively working with financial institutions on wholesale cbdc.",Pro-CBDC
"a central bank digital currency would offer a digital, risk-free standard and facilitate convertibility among different forms of private digital money.",Pro-CBDC
4 central bank digital currencies - a possible solution?,Pro-CBDC
central banks around the world are now in the process of developing central bank digital currencies - could these be the solution for cross-border payments as well?,Pro-CBDC
the development of cbdcs is still at an early stage in most countries and focuses mainly on domestic markets right now.,Wait-and-See
"in many countries, one of the reasons for pursuing cbdcs is to increase financial inclusion.",Pro-CBDC
"even if interlinked cbdcs were to become a reality, central banks would still have to rely on private actors for certain tasks.",Wait-and-See
"[8] africa has a place among the leaders in payments innovation, from new mobile payment technologies with m-pesa to cbdc with enaira in nigeria.",Pro-CBDC
"they will build strong foundations, which will support the existing ecosystem (including the correspondent banking model) as well as future initiatives such as central bank digital currencies (cbdcs) and multilateral payment systems.",Pro-CBDC
the digital euro: how cbdc can shape tomorrow's payments landscape keynote at the school of economics 30.06.2023 | cape town | burkhard balz check against delivery.,Pro-CBDC
"i am looking forward to discussing with you a topic of immense significance that may be shaping the future of our financial systems - central bank digital currencies, or in short: cbdcs.",Pro-CBDC
the idea of cbdc is far from new.,Wait-and-See
a key development in this regard is the growing interest in cbdcs among central banks around the world.,Pro-CBDC
"around the globe, central banks are initiating projects with the aim of issuing their own cbdc.",Pro-CBDC
"while a few countries have already launched a cbdc, other central banks are at the stage of piloting theirs, most prominently in china.",Pro-CBDC
but why are we considering issuing a digital euro?,Wait-and-See
"there are many possible motivations to introduce a cbdc and there is, in my view, no global ""one size fits all"" solution.",Wait-and-See
"for instance, intermediaries could have the option of offering innovative payment solutions based on cbdc.",Pro-CBDC
"by providing a programmable and secure digital infrastructure, cbdcs open up a world of possibilities for the development of new financial products and services.",Pro-CBDC
"smart contracts for automated autonomous payments, decentralised finance, and micropayments are just a few examples of the innovative applications that one could imagine thriving in a future cbdc ecosystem.",Pro-CBDC
"i myself am a member of the high-level task force on cbdc, the highest steering committee of the project.",Wait-and-See
this would likely take place closer to the actual issuance of a digital euro.,Wait-and-See
"in the long run, cbdcs could also help to facilitate cross-border payments.",Pro-CBDC
"in this field, the sarb was among the first to explore the potential of wholesale cbdcs for improving cross-border payments.",Pro-CBDC
"in this context, the work of the g20 as well as the g7 on interoperability of cbdcs is of utmost importance as well.",Pro-CBDC
"only through a collaborative approach can we harness the full potential of cbdcs, mitigate potential risks and ensure their compatibility with existing financial systems.",Pro-CBDC
to be absolutely clear: we will only issue a digital euro with firm backing from european legislators.,Wait-and-See
"4 conclusion ladies and gentlemen, with the right ingredients, cbdcs could represent a significant leap forward in the evolution of money and finance.",Pro-CBDC
"[8] in the coming weeks and months, we will review the different design options and bring them together into a well-balanced concept for the digital euro.",Wait-and-See
the success of a digital euro cannot be taken for granted.,Wait-and-See
"for a technological transformation as fundamental as cbdcs, we need rigorous analysis and open minds.",Wait-and-See
"2. lesetja kganyago: project khokha 2 report launch (bis.org) [https://www.bis.org/review/r220701a.htm] 3. see, e.g., south africa inches closer to a cbdc fast follower nation (furtherafrica.com) [https://furtherafrica.com/2023/01/27/south-africa-inches-closer-to-a-cbdc-fastfollower-nation/] 4. lagarde, c, new challenges in a changing world, speech at the deutsche boÌˆrse annual reception, 23 january 2023.",Wait-and-See
"based on these preparations, we could then decide on a gradual launch, beginning in 2027 or 2028. last wednesday, the european commission published a draft directive to enable the issue of a digital euro.",Wait-and-See
we regularly hear an unfounded but very persistent rumour whereby the digital euro would compete with commercial bank money.,Wait-and-See
let me be very categorical on this point: a digital euro will not lead to disintermediation.,Pro-CBDC
losing this public anchor - in a world of digital payments without cbdc - would ultimately mean jeopardising this private trust.,Pro-CBDC
"ï‚· in addition, in central banking, the development of ""wholesale"" cbdc would appear to be just as important as the digital retail euro in extending the anchoring role of central bank money in the tokenised sphere, by securing interbank settlements and financial transactions.",Pro-CBDC
we have demonstrated that wholesale cbdc could facilitate interoperability between different dlt platforms developed by the public or private sector as well as with existing settlement systems.,Pro-CBDC
"a second question is, are we therefore talking about central bank digital money?",Wait-and-See
"we are exploring the case for retail central bank digital currency, and we jointly lead a cbdc taskforce with the treasury.",Pro-CBDC
some of the responses indicate that retail cbdc can be a real breakthrough in the world of digitalisation.,Pro-CBDC
"incidentally, whoever painted ""no to cbdc"" on a motorway bridge, i can only apologise to the cumbria biodiversity data centre.",Wait-and-See
this puts us in a very strong position to deliver solutions which can integrate central bank digital money in rtgs with tokenised transactions.,Pro-CBDC
the digital euro should be used as a payment instrument and not for saving purposes.,Pro-CBDC
the introduction of synchronised settlement would put us in a strong position to integrate central bank digital money in rtgs with innovative technologies (such as distributed ledger).,Pro-CBDC
india is one of the few countries which have launched cbdc pilots in both wholesale and retail segments.,Pro-CBDC
"with its instant settlement feature, i believe, cbdcs can play an important role in making cross-border payments cheaper, faster and more secure.",Pro-CBDC
"i strongly believe, cross-border payments can be made more efficient through adoption of cbdcs and this is an area which should receive close attention.",Pro-CBDC
"while retail cbdcs can improve financial inclusion and payment efficiency, wholesale cbdcs can potentially reduce the costs of cross-border payments and increase the speed to nearly real-time, which has the potential to profoundly transform the global payments landscape.",Pro-CBDC
"measures have also been taken to put in place state-of-the- art market infrastructure, pilot launch of central bank digital currency (cbdc) and internationalisation of the rupee.",Pro-CBDC
"as you would be aware, rbi has commenced pilot runs of india's cbdc (e-rupee) for specific use cases in both wholesale and retail segments.",Pro-CBDC
"17. the cbdc-retail pilot was launched on december 1, 2022 and covers both person to person (p2p) and person to merchant (p2m) transactions.",Pro-CBDC
"recently, we have enabled full inter-operability of cbdc with upi qr codes and are targeting one million cbdc transactions per day by december 2023. this will give us enough data points to study various design choices, use cases and also behavioural pattern.",Pro-CBDC
"the research into cbdcs is a priority for many central banks worldwide, and for a good reason.",Pro-CBDC
"given these profound implications, at the hkma we have been extensively involved in cbdc research at both the wholesale and the retail level, in order to future-proof our economy, as our ""fintech 2025"" strategy eloquently puts it.",Pro-CBDC
"project mbridge, our flagship wholesale cbdc project, is a joint collaboration among the bis innovation hub, the digital currency institute of the people's bank of china, the bank of thailand and the central bank of the uae.",Pro-CBDC
i mentioned it to underline one key aspect of our cbdc research efforts: collaboration.,Pro-CBDC
"by sharing knowledge, resources, and expertise, we can ensure that the development and implementation of cbdcs are done in a way that mitigates any potential risks and benefits all, across jurisdictions.",Pro-CBDC
"by pooling the policy, legal and technical knowledge of the hkma, the bank of israel, the bis innovation hub and of our industry partners, sela successfully experimented with a novel cbdc architecture that can effectively foster competition and innovation in the provision of cbdc services.",Pro-CBDC
"we continue to speak to a broad range of stakeholders and conduct basic research in emerging technologies that might support a cbdc payments backbone, or for other purposes in the existing payments system.",Wait-and-See
the federal reserve has made no decision on issuing a cbdc and would only proceed with the issuance of a cbdc with clear support from the executive branch and authorizing legislation from congress.,Wait-and-See
our latest pilot test has demonstrated that this wholesale central bank digital currency platform can speed up cross-border payments at reduced cost and with better transparency.,Pro-CBDC
"our commitment, with the other european central banks, to cbdcs is an example of this.",Pro-CBDC
the ecb has also been at the forefront of the advanced economies when it comes to central bank digital currency.,Pro-CBDC
i have personally contributed to this endeavour as a member of the ecb's high-level task force on a digital euro.,Wait-and-See
"finally, let me conclude my remarks by referring to cbdcs as a potential future way to increase the resilience of our retail payment landscape.",Pro-CBDC
the ecb governing council should decide next month on moving to the next phase of the preparations for a digital euro.,Wait-and-See
i've said little yet about where a wholesale cbdc could fit into a tokenised ecosystem.,Wait-and-See
one possibility is that a cbdc might not be necessary at all.,Anti-CBDC
"are some of the reasons why the bank, and many of our international peers, are actively examining the case for wholesale cbdc.",Pro-CBDC
"a range of areas where cbdc could add value in wholesale payments, including by t in tokenised asset markets.",Pro-CBDC
"today i will share my views on several of these potential improvements, including cbdc, other digital assets, and wholesale payments innovations.",Pro-CBDC
"as i have noted before in other venues, there are two threshold questions that a policymaker should ask when contemplating a cbdc.",Wait-and-See
"it is quite possible that other proposed solutions may address many or all of the problems that a cbdc would address, but in a more effective and efficient way.",Anti-CBDC
"further, the potential benefits of a u.s. cbdc remain unclear, and the introduction of a u.s. cbdc could pose significant risks and tradeoffs for the financial system.",Anti-CBDC
"however, given that we have a safe and efficient payment system and a well-functioning banking system, the potential uses of a u.s. cbdc remain unclear and, at the same time, could introduce significant risks and tradeoffs.",Anti-CBDC
stablecoins but a cbdc is just one potential piece of the evolving payments landscape.,Wait-and-See
"another alternative to traditional forms of money and payment, or to a cbdc, is stablecoins.",Wait-and-See
"such exploration will help address key challenges identified in the bank's ongoing multi-year cbdc exploration project to test the use of cbdc and distributed ledger technology (dlt) to futureproof our large-value payment system, rentas.",Pro-CBDC
"in terms of cbdcs, we continue to speak to a broad range of stakeholders and conduct basic research in emerging technologies that might support a cbdc payments backbone, or for other purposes in the existing payments system.",Wait-and-See
"moving on to my second question, i see that you have a session on central bank digital currency.",Wait-and-See
"2 christopher j. waller, ""cbdc: a solution in search of a problem?""",Wait-and-See
t is not a decision on whether a digital euro will actually be introduced.,Wait-and-See
"even if everything goes smoothly, it will be another 'our to five years before the digital euro arrives in our wallets.",Wait-and-See
"i also share the view that cbdcs could usefully serve as a foundation, providing stability and facilitating transfers between wallets and different payment types.",Pro-CBDC
"this is one reason why around 90% of central banks around the world are currently working on projects concerning central bank digital currency, or cbdc (central bank digital currency) for short.",Pro-CBDC
i will then spend a bit of time outlining some of the risks that the introduction of cbdc (central bank digital currency) could bring with it and explain how we intend to address those risks.,Wait-and-See
"by contrast, the digital euro - being the digital equivalent of cash - would give people more choice in how they pay in the digital sphere.",Pro-CBDC
"and as far as the digital euro is concerned, what concerns people most is the disclosure of their personal information.",Wait-and-See
people often share their concerns that the introduction of the digital euro will lead to significant rollbacks in privacy in the payments space.,Anti-CBDC
"the digital euro, on the other hand, would guarantee the highest-possible levels of privacy in the digital space.",Pro-CBDC
"to avoid that, there are plans to set a holding limit for digital euro.",Pro-CBDC
the exact amount would only be set by the eurosystem shortly before the digital euro is issued.,Wait-and-See
"the eurosystem should not become a commercial bank for the people of europe, hence our plan to issue digital euro, but not distribute it.",Pro-CBDC
this does not yet mean that the digital euro will be introduced - i would expect that to happen in four to five years' time at the earliest.,Wait-and-See
"19. the reserve bank has also commenced pilot runs of india's central bank digital currency (cbdc), the e-rupee, for specific use cases in both wholesale and retail segments.",Pro-CBDC
"the digital pound first, i will say a little about where we are in the uk on the possibility of introducing a retail cbdc, the 'digital pound'.",Wait-and-See
"the paper set out and invited comments on the detailed model of the digital pound we proposed to explore and test in the next stage of our work, prior to a decision in two to three years' time on whether or not to implement it.",Wait-and-See
"we cannot know in advance the behavioural response of users to a digital pound, i.e.",Wait-and-See
"fourth, as with the digital pound, we cannot know in advance the speed and scale of adoption of such new forms of money and payments.",Wait-and-See
"the level of such limits, however, has not yet been decided, as this will require rigorous analysis that takes into consideration the economic conditions prevailing in the euro area if and when a digital euro is ultimately launched.",Wait-and-See
the waterfall approach would enable users to receive payments in digital euro that push the balance above the holding limit.,Pro-CBDC
"but it does make sense to limit holdings, as we are specifically trying to avoid the digital euro being used as a store of value.",Pro-CBDC
"the eurosystem has weighed up the possibility of reusing the existing settlement infrastructure, but the particularities of the digital euro (number of users, transaction volume, privacy requirements, etc.)",Pro-CBDC
"other matters will also be examined over the next two years, such as how to ensure the optimal user experience and digital euro access for everyone that wants it, irrespective of their level of financial and digital inclusion.",Pro-CBDC
i must also state that any decision on issuing a digital euro would always be conditional on the existence of an appropriate regulatory framework.,Wait-and-See
what we do know is that any decision on issuing a digital euro must wait for such legislative framework to be adopted.,Wait-and-See
"if and when the digital euro is issued, its success will undoubtedly hinge on it fulfilling users' expectations.",Pro-CBDC
"in these circumstances, issuing a digital euro is not naturally perceived to be a pressing need.",Anti-CBDC
so let me focus on the counterfactual - the consequences of not issuing cbdcs - using the digital euro as a case study.,Pro-CBDC
but there are sceptics today who claim that issuing cbdcs would be fruitless.,Anti-CBDC
some believe that a digital euro may not be successful enough; many ask what specific benefits it could offer that existing payment methods do not already provide.,Anti-CBDC
"a digital euro would be driven by public interest, promoting open standards to create a network that benefits everyone, rather than serving private interests by creating 'walled gardens'.",Pro-CBDC
"in fact, cbdcs could even help mitigate run risks.",Pro-CBDC
"(2022), ""central bank digital currency and bank intermediation: exploring different approaches for assessing the effects of a digital euro on euro area banks"", occasional paper series, no 293, ecb, may; meller, b. and soons, o.",Wait-and-See
28 linking a digital euro wallet with a commercial bank account could reduce the impact of the holding limit on convenience.,Pro-CBDC
"29 assenmacher et.al., forthcoming, 'managing the transition to central bank digital currency'.",Wait-and-See
central bank digital currencies would bring considerable benefits to digital payments.,Pro-CBDC
"at the hkma, we are actively exploring payment innovations such as central bank digital currencies at both wholesale and retail levels through project mbridge and project e-hkd.",Pro-CBDC
we are also continuing to work closely with the treasury in exploring the policy case for a cbdc in australia.,Wait-and-See
"as most of you here are bankers, let me assure you that the digital euro would not be a threat to the role of banks as financial intermediaries.",Pro-CBDC
"the remuneration and quantity constraints per person, would stop the digital euro from competing with banks for deposits.",Pro-CBDC
the eurosystem will continue this journey with stakeholders and will adjust the digital euro design upon finalisation of the legislative negotiations that are running in parallel.,Wait-and-See
"in the absence of a digital euro, we would risk losing central bank money as a visible symbol, linking the various forms of private digital money to the state.",Pro-CBDC
"if the ecb's governing council decides at the end of the process to introduce the digital euro, following the completion of the preparatory and legislative phases, the digital version of our currency will address some of the challenges brought about by the technological revolution.",Pro-CBDC
9. another technological initiative where the rbi has emerged as a leader is the central bank digital currency (cbdc).,Pro-CBDC
"for instance, cbdc as a digital form of sovereign currency offers a secure and reliable medium of exchange.",Pro-CBDC
"in the development of cbdcs, both wholesale and retail e- pilots were initiated in 2022. going forward, the aim is to expand the ongoing pilots by covering more locations, include more participating banks and incorporate feedback.",Pro-CBDC
"21. asastep towards greater digitalisation, the pilot for our central bank digital currency (cbdc), e-rupee, was launched in both wholesale and retail segments in november-december, 2022. since then, 4 million customers have been onboarded.",Pro-CBDC
"the cbdc will enhance digital transactions, especially in areas with limited internet Â° the rbi's composite digital payment index has increased to 395.6 in march 2023 up from 100 as of march 2018.",Pro-CBDC
we expect our cbdc (e-rupee) to become a global trendsetter and facilitate seamless cross-border payments.,Pro-CBDC
"in this landscape, a central bank digital currency (cbdc) can play an important role.",Pro-CBDC
"that is why we are working on a digital euro, so that everyone can use central bank money not just in its current physical form - cash - but also in digital form.",Pro-CBDC
"being hong kong's central banking institution, central bank digital currency (cbdc) is naturally of great interest to us.",Pro-CBDC
the idea is to use cbdc to cut the cost and time of cross-border settlement.,Pro-CBDC
"* * * introduction i am delighted to be given this opportunity to speak to you at the fin/sum 2024. today i will be talking about central bank digital currency, often abbreviated as cbdc.",Wait-and-See
"in many countries, including japan, the idea prevails that securing a two-tiered system with the kind of advantages that i have just mentioned is also preferable when implementing cbdc.",Pro-CBDC
"as a preemptive measure, many countries have been considering putting in place a safeguard, for example, by imposing a ceiling on users' cbdc holdings.",Pro-CBDC
"to give an example, it is vital for cbdc to be designed in such a way that users' privacy would be preserved, showing respect for their lives as people.",Pro-CBDC
"seacen central banks are actively coordinating their efforts to develop cbdcs, with near real time exchanges of information on progress.",Pro-CBDC
bangko sentral ng pilipinas (bsp) announced in september 2023 that it will use the hyperledger fabric blockchain for its first wholesale cbdc trials under project agila.,Pro-CBDC
"south korea will start a pilot for a cbdc involving 100,000 citizens in 2024. cambodia launched project bakong, a blockchain-powered retail payments system that allows interoperability among the different players in the country's payments landscape by using a tokenized deposit system.",Pro-CBDC
"in this respect, attention should be given not only to retail cbdcs, which allow access to central bank money for the general population.",Pro-CBDC
and finally some central banks are considering intro- ducing central bank digital currencies (cbdc).,Wait-and-See
"however, in denmark we currently do not see the possibilities for a cbdc to address them given the specific circumstances we have in denmark.",Anti-CBDC
"more fundamentally perhaps, with the well-functioning digital payments infrastructure already in place in denmark, it is not clear how a cbdc would offer added value and compete on trust and conven- ience, and hence be adopted in denmark.",Anti-CBDC
and countries in our close vicinity are considering introducing cbdcs.,Wait-and-See
one of the major strategic areas nepal rastra bank is rolling out central bank digital currency (cbdc) in nepal.,Pro-CBDC
nrb has established a division for cbdc and assigned a team to have focused efforts on cbdc.,Pro-CBDC
"nrb collaborates with financial institutions, payment service providers, and fintech to integrate the cbdc into the existing financial ecosystem.",Pro-CBDC
"nepal rastra bank might choose to introduce the cbdc in a phase manner, starting with limited use cases and gradually expanding its scope based on user feedback and performance evaluation.",Pro-CBDC
"6. we understand that cbdc roll out is not an end, it is crucial for continuous monitoring of the cbdc's impact on the economy, financial stability, and payment systems.",Pro-CBDC
public money: keeping up with the times 'why do we need a central bank digital currency?,Wait-and-See
let me elaborate on three reasons why central banks around the world are investigating cbdcs.,Pro-CBDC
"digital euro holdings will not be remunerated, in line with the nonremuneration of cash.",Pro-CBDC
"for starters, there are concerns about the impact of cbdcs on financial stability and on the banking system.",Anti-CBDC
"let me assure you that a digital euro would not upend the healthy equilibrium that has existed for decades between bank deposits and central bank money, between private money and public money.",Pro-CBDC
the digital euro would be designed as a means of payment and not as a store of value.,Pro-CBDC
"next to concerns about their potential impact on financial stability, some parts of the population question our motives for developing cbdcs.",Anti-CBDC
"in europe, it is currently up to the colegislators to give the green light to the digital euro.",Wait-and-See
"it is clear that different jurisdictions working on cbdcs have different social and political systems, and with that, different understandings of privacy.",Wait-and-See
why do we need a central bank digital currency?',Wait-and-See
"this is often referred to as wholesale central bank digital currency, or wholesale cbdc.",Wait-and-See
"four bond issuances, from the cantons of baselstadt and zurich and from the cities of lugano and st gallen, were successfully settled with wholesale cbdc as part of the pilot.",Pro-CBDC
project helvetia iii shows that wholesale cbdc does indeed provide a mechanism for maintaining the benefits of settlement in central bank money in a tokenised world.,Pro-CBDC
"the pilot also shows that the banks, the infrastructure providers and the snb can accommodate wholesale cbdc in their internalprocesses.",Pro-CBDC
these and other questions need to be explored before we can make a decision on the introduction of swiss franc wholesale cbdc.,Wait-and-See
"from a swiss perspective, the risks of retail cbdc currently outweigh its potential benefits.",Anti-CBDC
"helvetia iii, the snb's pilot for swiss franc wholesale cbdc, and the introduction of instant payments with the new version of sic are two concrete examples.",Pro-CBDC
"hence, the bank of england and hm treasury (like many other countries around the world) are exploring whether or not to issue a retail cbdc in the uk.",Wait-and-See
but this uncertainty and the severity of the impact should it crystallise is an important motivation for our exploration of a retail cbdc.,Pro-CBDC
let me emphasise - we have not taken any decision on whether or not to issue a digital pound.,Wait-and-See
"indeed, key inputs into any decision to proceed with a retail cbdc will be the nature and scale of innovation in other forms of retail money (in particular, commercial bank money), as well as how our own wholesale payments infrastructure might evolve in support.",Wait-and-See
"in response, some 130 central banks have been conducting research on cbdcs as an advanced representation of central bank money for the digital economy.",Pro-CBDC
"the hkma is an early mover in this respect, having started cbdc explorations since 2017 with project lionrock, which has since evolved into project mbridge, one of the more advanced explorations of a multi-cbdc platform globally.",Pro-CBDC
"from a more technical perspective, a retail cbdc could serve as a fundamental layer to facilitate interoperability and interlinking between various entities participating in our future digital economy.",Pro-CBDC
"we also envision that a retail cbdc could be a potential ""backbone"" and anchor, bridging a legal tender and digital assets, offering price stability and confidence needed to empower more innovations, and developing a vibrant sector and ecosystem for digital assets in hong kong.",Pro-CBDC
"having said that, while a retail cbdc may represent a more advanced version of cash, it remains to be seen whether the benefits of its issuance would outweigh the risks.",Wait-and-See
"given the generally efficient and competitive retail payment ecosystem in hong kong, we will continue to take a usecase driven approach in thinking about whether and when to introduce a retail cbdc.",Wait-and-See
"the digital version of this arrangement has been explored as a cbdc-backed stablecoin under project aurum, and some economists have recently called this a ""reserve-backed token"".",Pro-CBDC
that is why we have announced the development of a wholesale cbdc sandbox under project ensemble last month.,Pro-CBDC
"this wholesale cbdc could potentially forge a new financial market infrastructure that bridges the existing gap between different forms of digital money, including a retail cbdc, regulated stablecoins, and tokenised deposits.",Pro-CBDC
"the conference today is in fact another fruitful form of such collaboration, and i look forward to hearing your insights on cbdcs and the future of digital money.",Pro-CBDC
one of the reasons for the bundesbank's interest is that dci research includes central bank digital currencies.,Pro-CBDC
"but before i start, i am delighted to announce that the bundesbank und the mit dci have agreed to cooperate in the field of cbdc.",Pro-CBDC
why do we need a central bank digital currency?,Wait-and-See
what is the current status of the digital euro project?,Wait-and-See
the eurosystem launched the digital euro project in 2021 with an investigation phase.,Pro-CBDC
the bundesbank plays an active role in the digital euro project.,Pro-CBDC
"to avoid that, there are plans to set a holding limit for the digital euro.",Pro-CBDC
"after launching the preparation phase, we still have a long way to go before we decide whether to issue the digital euro.",Wait-and-See
"if we decide in its favour, i would expect it to take four to five years' time until we have introduced a digital euro.",Wait-and-See
